254.28;09/04/2021 23:56;D;
105.38;09/04/2021 23:56;U;
249.30;10/04/2021 00:01;D;
110.98;10/04/2021 00:01;U;
259.51;10/04/2021 00:06;D;
111.01;10/04/2021 00:06;U;
245.26;10/04/2021 00:11;D;
110.04;10/04/2021 00:11;U;
205.10;10/04/2021 00:16;D;
100.97;10/04/2021 00:16;U;
266.84;10/04/2021 00:21;D;
113.39;10/04/2021 00:21;U;
263.45;10/04/2021 00:26;D;
98.22;10/04/2021 00:26;U;
252.09;10/04/2021 00:31;D;
87.90;10/04/2021 00:31;U;
247.36;10/04/2021 00:36;D;
106.91;10/04/2021 00:36;U;
220.59;10/04/2021 00:41;D;
95.60;10/04/2021 00:41;U;
233.09;10/04/2021 00:46;D;
93.41;10/04/2021 00:46;U;
230.45;10/04/2021 00:51;D;
104.86;10/04/2021 00:51;U;
235.16;10/04/2021 00:56;D;
107.68;10/04/2021 00:56;U;
233.27;10/04/2021 01:01;D;
97.82;10/04/2021 01:01;U;
264.08;10/04/2021 01:06;D;
102.70;10/04/2021 01:06;U;
266.31;10/04/2021 01:11;D;
104.86;10/04/2021 01:11;U;
226.15;10/04/2021 01:16;D;
107.57;10/04/2021 01:16;U;
229.56;10/04/2021 01:21;D;
101.52;10/04/2021 01:21;U;
259.67;10/04/2021 01:26;D;
127.31;10/04/2021 01:26;U;
222.55;10/04/2021 01:31;D;
121.92;10/04/2021 01:31;U;
192.53;10/04/2021 01:36;D;
120.28;10/04/2021 01:36;U;
229.35;10/04/2021 01:41;D;
119.53;10/04/2021 01:41;U;
203.32;10/04/2021 01:46;D;
123.81;10/04/2021 01:46;U;
240.93;10/04/2021 01:51;D;
122.61;10/04/2021 01:51;U;
257.15;10/04/2021 01:56;D;
123.54;10/04/2021 01:56;U;
245.99;10/04/2021 02:01;D;
129.45;10/04/2021 02:01;U;
239.60;10/04/2021 02:06;D;
122.37;10/04/2021 02:06;U;
237.05;10/04/2021 02:11;D;
129.06;10/04/2021 02:11;U;
232.74;10/04/2021 02:16;D;
121.06;10/04/2021 02:16;U;
261.96;10/04/2021 02:21;D;
74.31;10/04/2021 02:21;U;
222.81;10/04/2021 02:26;D;
124.89;10/04/2021 02:26;U;
252.82;10/04/2021 02:31;D;
119.76;10/04/2021 02:31;U;
224.37;10/04/2021 02:36;D;
119.16;10/04/2021 02:36;U;
234.06;10/04/2021 02:41;D;
121.14;10/04/2021 02:41;U;
210.77;10/04/2021 02:46;D;
124.57;10/04/2021 02:46;U;
249.36;10/04/2021 02:51;D;
123.89;10/04/2021 02:51;U;
186.45;10/04/2021 02:56;D;
120.64;10/04/2021 02:56;U;
242.02;10/04/2021 03:01;D;
120.71;10/04/2021 03:01;U;
226.32;10/04/2021 03:06;D;
120.42;10/04/2021 03:06;U;
187.07;10/04/2021 03:11;D;
126.99;10/04/2021 03:11;U;
189.90;10/04/2021 03:16;D;
119.43;10/04/2021 03:16;U;
193.17;10/04/2021 03:21;D;
117.89;10/04/2021 03:21;U;
196.36;10/04/2021 03:26;D;
124.03;10/04/2021 03:26;U;
230.61;10/04/2021 03:31;D;
120.95;10/04/2021 03:31;U;
240.36;10/04/2021 03:36;D;
121.17;10/04/2021 03:36;U;
294.09;10/04/2021 03:41;D;
119.52;10/04/2021 03:41;U;
264.24;10/04/2021 03:46;D;
125.36;10/04/2021 03:46;U;
237.02;10/04/2021 03:51;D;
123.68;10/04/2021 03:51;U;
252.83;10/04/2021 03:56;D;
120.62;10/04/2021 03:56;U;
274.87;10/04/2021 04:01;D;
127.58;10/04/2021 04:01;U;
251.99;10/04/2021 04:06;D;
120.49;10/04/2021 04:06;U;
256.73;10/04/2021 04:11;D;
122.36;10/04/2021 04:11;U;
249.56;10/04/2021 04:16;D;
119.69;10/04/2021 04:16;U;
258.43;10/04/2021 04:21;D;
124.17;10/04/2021 04:21;U;
258.52;10/04/2021 04:26;D;
118.17;10/04/2021 04:26;U;
279.41;10/04/2021 04:31;D;
117.58;10/04/2021 04:31;U;
253.80;10/04/2021 04:36;D;
118.63;10/04/2021 04:36;U;
217.84;10/04/2021 04:41;D;
120.84;10/04/2021 04:41;U;
258.12;10/04/2021 04:46;D;
120.01;10/04/2021 04:46;U;
266.31;10/04/2021 04:51;D;
118.44;10/04/2021 04:51;U;
242.63;10/04/2021 04:56;D;
94.08;10/04/2021 04:56;U;
202.77;10/04/2021 05:01;D;
117.61;10/04/2021 05:01;U;
247.67;10/04/2021 05:06;D;
119.90;10/04/2021 05:06;U;
271.59;10/04/2021 05:11;D;
119.18;10/04/2021 05:11;U;
228.93;10/04/2021 05:16;D;
119.37;10/04/2021 05:16;U;
250.15;10/04/2021 05:21;D;
118.04;10/04/2021 05:21;U;
216.81;10/04/2021 05:26;D;
116.56;10/04/2021 05:26;U;
277.68;10/04/2021 05:31;D;
119.35;10/04/2021 05:31;U;
271.42;10/04/2021 05:36;D;
119.28;10/04/2021 05:36;U;
214.74;10/04/2021 05:41;D;
114.97;10/04/2021 05:41;U;
256.64;10/04/2021 05:46;D;
118.79;10/04/2021 05:46;U;
241.95;10/04/2021 05:51;D;
117.61;10/04/2021 05:51;U;
250.84;10/04/2021 05:56;D;
117.91;10/04/2021 05:56;U;
266.87;10/04/2021 06:01;D;
119.02;10/04/2021 06:01;U;
229.78;10/04/2021 06:06;D;
117.88;10/04/2021 06:06;U;
219.62;10/04/2021 06:11;D;
117.83;10/04/2021 06:11;U;
227.03;10/04/2021 06:16;D;
114.95;10/04/2021 06:16;U;
277.60;10/04/2021 06:21;D;
118.32;10/04/2021 06:21;U;
217.81;10/04/2021 06:26;D;
113.31;10/04/2021 06:26;U;
220.86;10/04/2021 06:31;D;
115.95;10/04/2021 06:31;U;
247.08;10/04/2021 06:36;D;
120.08;10/04/2021 06:36;U;
271.72;10/04/2021 06:41;D;
120.01;10/04/2021 06:41;U;
246.80;10/04/2021 06:46;D;
119.55;10/04/2021 06:46;U;
256.66;10/04/2021 06:51;D;
118.57;10/04/2021 06:51;U;
271.89;10/04/2021 06:56;D;
120.16;10/04/2021 06:56;U;
266.94;10/04/2021 07:01;D;
117.68;10/04/2021 07:01;U;
269.19;10/04/2021 07:06;D;
119.20;10/04/2021 07:06;U;
254.61;10/04/2021 07:11;D;
76.67;10/04/2021 07:11;U;
167.28;10/04/2021 07:16;D;
119.51;10/04/2021 07:16;U;
263.98;10/04/2021 07:21;D;
119.50;10/04/2021 07:21;U;
261.74;10/04/2021 07:26;D;
90.91;10/04/2021 07:26;U;
229.58;10/04/2021 07:31;D;
90.76;10/04/2021 07:31;U;
195.74;10/04/2021 07:36;D;
94.74;10/04/2021 07:36;U;
234.06;10/04/2021 07:41;D;
110.64;10/04/2021 07:41;U;
264.99;10/04/2021 07:46;D;
98.96;10/04/2021 07:46;U;
236.85;10/04/2021 07:51;D;
106.96;10/04/2021 07:51;U;
254.38;10/04/2021 07:56;D;
101.84;10/04/2021 07:56;U;
245.07;10/04/2021 08:01;D;
103.46;10/04/2021 08:01;U;
255.48;10/04/2021 08:06;D;
109.66;10/04/2021 08:06;U;
205.67;10/04/2021 08:11;D;
105.97;10/04/2021 08:11;U;
238.98;10/04/2021 08:16;D;
107.41;10/04/2021 08:16;U;
241.11;10/04/2021 08:21;D;
107.60;10/04/2021 08:21;U;
253.77;10/04/2021 08:26;D;
105.97;10/04/2021 08:26;U;
236.58;10/04/2021 08:31;D;
102.65;10/04/2021 08:31;U;
277.24;10/04/2021 08:36;D;
96.30;10/04/2021 08:36;U;
218.79;10/04/2021 08:41;D;
105.52;10/04/2021 08:41;U;
238.29;10/04/2021 08:46;D;
107.74;10/04/2021 08:46;U;
229.37;10/04/2021 08:51;D;
102.06;10/04/2021 08:51;U;
235.57;10/04/2021 08:56;D;
86.41;10/04/2021 08:56;U;
236.97;10/04/2021 09:01;D;
104.81;10/04/2021 09:01;U;
262.05;10/04/2021 09:06;D;
113.12;10/04/2021 09:06;U;
249.86;10/04/2021 09:11;D;
99.18;10/04/2021 09:11;U;
266.89;10/04/2021 09:16;D;
109.51;10/04/2021 09:16;U;
243.09;10/04/2021 09:21;D;
106.51;10/04/2021 09:21;U;
246.10;10/04/2021 09:26;D;
112.31;10/04/2021 09:26;U;
249.54;10/04/2021 09:31;D;
101.13;10/04/2021 09:31;U;
245.98;10/04/2021 09:36;D;
104.88;10/04/2021 09:36;U;
246.33;10/04/2021 09:41;D;
105.49;10/04/2021 09:41;U;
201.04;10/04/2021 09:46;D;
107.46;10/04/2021 09:46;U;
225.18;10/04/2021 09:51;D;
106.87;10/04/2021 09:51;U;
256.24;10/04/2021 09:56;D;
105.48;10/04/2021 09:56;U;
246.97;10/04/2021 10:01;D;
99.57;10/04/2021 10:01;U;
255.81;10/04/2021 10:06;D;
107.20;10/04/2021 10:06;U;
257.23;10/04/2021 10:11;D;
113.55;10/04/2021 10:11;U;
257.65;10/04/2021 10:16;D;
108.80;10/04/2021 10:16;U;
232.42;10/04/2021 10:21;D;
100.98;10/04/2021 10:21;U;
268.41;10/04/2021 10:26;D;
105.41;10/04/2021 10:26;U;
242.39;10/04/2021 10:31;D;
103.72;10/04/2021 10:31;U;
247.37;10/04/2021 10:36;D;
114.02;10/04/2021 10:36;U;
232.54;10/04/2021 10:41;D;
107.70;10/04/2021 10:41;U;
229.44;10/04/2021 10:46;D;
103.41;10/04/2021 10:46;U;
256.80;10/04/2021 10:51;D;
